,kentucky,wyoming,wisconsin,west virginia,washington,virginia,vermont,utah,texas,tennessee,south dakota,south carolina,rhode island,pennslyvania,oregon,oklahoma,ohio,north dakota,north carolina,new york,new mexico,new jersey,new hamshire,nevada,nebraska,montana,missouri,mississippi,minnesota,michagan,massachusetts,maryland,maine,louisiana,kansas,indiana,iowa,illinois,idaho,hawaii,georgia,florida,delaware,connecticut,colorado,california,arizona,arkansas,alaska,alabama
0,"https://purewows3.imgix.net/images/articles/2016_10/bourbon.png?auto=format,compress&cs=strip","https://purewows3.imgix.net/images/articles/2016_10/cow.png?auto=format,compress&cs=strip","https://purewows3.imgix.net/images/articles/2016_10/corn1.png?auto=format,compress&cs=strip","https://purewows3.imgix.net/images/articles/2016_10/golden.png?auto=format,compress&cs=strip","https://purewows3.imgix.net/images/articles/2016_10/apple1.png?auto=format,compress&cs=strip","https://purewows3.imgix.net/images/articles/2016_10/grapes.png?auto=format,compress&cs=strip","https://purewows3.imgix.net/images/articles/2016_10/syrup.png?auto=format,compress&cs=strip","https://purewows3.imgix.net/images/articles/2016_10/barley.png?auto=format,compress&cs=strip","https://purewows3.imgix.net/images/articles/2016_10/pean.png?auto=format,compress&cs=strip","https://purewows3.imgix.net/images/articles/2016_10/whiskey.png?auto=format,compress&cs=strip","https://purewows3.imgix.net/images/articles/2016_10/slaxseed.png?auto=format,compress&cs=strip","https://purewows3.imgix.net/images/articles/2016_10/collard.png?auto=format,compress&cs=strip","https://purewows3.imgix.net/images/articles/2016_10/rhodeisland.png?auto=format,compress&cs=strip","https://purewows3.imgix.net/images/articles/2016_10/shroom.png?auto=format,compress&cs=strip","https://purewows3.imgix.net/images/articles/2016_10/hops.png?auto=format,compress&cs=strip","https://purewows3.imgix.net/images/articles/2016_10/peanuts.png?auto=format,compress&cs=strip","https://purewows3.imgix.net/images/articles/2016_10/ohio.png?auto=format,compress&cs=strip","https://purewows3.imgix.net/images/articles/2016_10/sunflowers.png?auto=format,compress&cs=strip","https://purewows3.imgix.net/images/articles/2016_10/northcarolina.png?auto=format,compress&cs=strip","https://purewows3.imgix.net/images/articles/2016_10/apple.png?auto=format,compress&cs=strip","https://purewows3.imgix.net/images/articles/2016_10/newmexico.png?auto=format,compress&cs=strip","https://purewows3.imgix.net/images/articles/2016_10/tomatoes.png?auto=format,compress&cs=strip","https://purewows3.imgix.net/images/articles/2016_10/pumpkin.png?auto=format,compress&cs=strip","https://purewows3.imgix.net/images/articles/2016_10/alflfa.png?auto=format,compress&cs=strip","https://purewows3.imgix.net/images/articles/2016_10/sugarbeet.png?auto=format,compress&cs=strip","https://purewows3.imgix.net/images/articles/2016_10/beans.png?auto=format,compress&cs=strip","https://purewows3.imgix.net/images/articles/2016_10/missouri.png?auto=format,compress&cs=strip","https://purewows3.imgix.net/images/articles/2016_10/maize.png?auto=format,compress&cs=strip","https://purewows3.imgix.net/images/articles/2016_10/minnesota.png?auto=format,compress&cs=strip","https://purewows3.imgix.net/images/articles/2016_10/michigan.png?auto=format,compress&cs=strip","https://purewows3.imgix.net/images/articles/2016_10/mass.png?auto=format,compress&cs=strip","https://purewows3.imgix.net/images/articles/2016_10/crabs.png?auto=format,compress&cs=strip","https://purewows3.imgix.net/images/articles/2016_10/blueberry.png?auto=format,compress&cs=strip","https://purewows3.imgix.net/images/articles/2016_10/louisianna.png?auto=format,compress&cs=strip","https://purewows3.imgix.net/images/articles/2016_10/kansas.png?auto=format,compress&cs=strip","https://purewows3.imgix.net/images/articles/2016_10/wheat.png?auto=format,compress&cs=strip","https://purewows3.imgix.net/images/articles/2016_10/corn.png?auto=format,compress&cs=strip","https://purewows3.imgix.net/images/articles/2016_10/soybean.png?auto=format,compress&cs=strip","https://purewows3.imgix.net/images/articles/2016_10/idah.png?auto=format,compress&cs=strip","https://purewows3.imgix.net/images/articles/2016_10/pineapple.png?auto=format,compress&cs=strip","https://purewows3.imgix.net/images/articles/2016_10/georgia.png?auto=format,compress&cs=strip","https://purewows3.imgix.net/images/articles/2016_10/florida.png?auto=format,compress&cs=strip","https://purewows3.imgix.net/images/articles/2016_10/delaware.png?auto=format,compress&cs=strip","https://purewows3.imgix.net/images/articles/2016_10/conn.png?auto=format,compress&cs=strip","https://purewows3.imgix.net/images/articles/2016_10/marijuana.png?auto=format,compress&cs=strip","https://purewows3.imgix.net/images/articles/2016_10/california.png?auto=format,compress&cs=strip","https://purewows3.imgix.net/images/articles/2016_10/lettuce.png?auto=format,compress&cs=strip","https://purewows3.imgix.net/images/articles/2016_10/melon.png?auto=format,compress&cs=strip","https://purewows3.imgix.net/images/articles/2016_10/cabage.png?auto=format,compress&cs=strip","https://purewows3.imgix.net/images/articles/2016_10/blackberries.png?auto=format,compress&cs=strip"
